Address,Amenities,Neighborhood,NeighborhoodLink,PropertyId,PropertyName,PropertyUrl,ReviewScore,VerifiedListing,is_single_unit
2625 E Burnside St,"['Disposal', 'Vibrant Laurelhurst Location', 'Community Room Kitchen', 'Rooftop BBQ & Dining', 'Air Conditioner**', 'City Views', 'Dishwasher', 'Microwave', 'Pet Friendly & On-Site Dog Wash StationSelected', 'Recycling', 'Energy Efficient Building', 'Hardwood Floors', 'Patios**', 'Bike Storage & Locker Room', 'Efficient Stainless Steel Appliances', 'Large Windows with Custom Coverings', 'Washer/Dryer', 'Refrigerator', 'Package Service', 'Maintenance on site', 'Property Manager on Site', 'Recycling', 'Pet Care', 'Business Center', 'Clubhouse', 'Fitness Center', 'Bicycle Storage', 'Gated', 'Washer/Dryer', 'Air Conditioning', 'Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Kitchen', 'Microwave', 'Refrigerator', 'Hardwood Floors']",Kerns,https://www.apartments.com/kerns-portland-or/,5zvqzlm,Burnside 26,https://www.apartments.com/burnside-26-portland-or/5zvqzlm/,0,verified,0
1250 NW Kearney St,"['Courtyard', 'On-Site Management', 'Think Tank', 'Cinema Room', 'Parking Garage', 'Pet Care', 'Pedal Club', 'Picnic/bbq Area', 'Private Outdoor Space', 'Voice Intercom', 'Bike Rack Or Bike Storage', 'Bike Storage', 'Bocce Ball Court', 'Handicap Accessible', 'Package Acceptance', 'Community Wifi', 'Dry Cleaning', 'Hub Lounge', 'Self-Guided Tours', 'Terrace', 'Electric Car Charging Stations', 'Garden', 'Guest Suite', 'Loading Dock And Elevator', 'Lounge', 'Rooftop Deck', 'Additional Storage', 'Laundry In Unit', 'Roof Deck Or Sun Deck', 'Laundry Facilities', 'Maintenance on site', 'Dry Cleaning Service', 'Pet Care', 'EV Charging', 'Elevator', 'Business Center', 'Lounge', 'Fitness Center', 'Bicycle Storage', 'Media Center/Movie Theatre', 'Roof Terrace', 'Sundeck', 'Courtyard', 'Pond', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Tub/Shower', 'Intercom', 'Wheelchair Accessible (Rooms)', 'Stainless Steel Appliances', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Hardwood Floors', 'Deck', 'Garden']",Pearl,https://www.apartments.com/pearl-portland-or/,n3hv1dp,Heartline Apartments,https://www.apartments.com/heartline-apartments-portland-or/n3hv1dp/,5.0,verified,0
1411 NW Quimby St,"['Feat-Studio', 'Glass Tile Backsplash', 'Private Outdoor Space', 'Sf1b-76-100', 'Wood-Style Flooring', 'Lvl-3rd-1b', 'Lvl-3rd-2b', 'Lvl-5th-2b', 'Lvl-6th-1b', 'On-Site Recycling Center', 'Sf2b 251-300', 'View: Special Landmark View', 'Ceiling Fans*', 'Controlled Access Community', 'Pantry*', 'Sf1b-0-25', 'Sky Terrace', 'View: City/downtown View', 'Voice Intercom', 'Community Wifi', 'Electric Vehicle Charging Stations', 'Garage', 'Package Lockers', 'Parking Garage', 'Pet Friendly', 'Sf1b-26-50', 'Corner Unit', 'Deep Soaking Tubs', 'Laundry In Unit', 'Lvl-4th-1b', 'Sf2b 26-50', 'Bike Storage', 'Feat-Bal Lrg', 'Kitchen Island', 'Lounge', 'Sf2b 201-250', 'Vaulted Ceilings In All 1st Floor Apartments', '5 Burner Gas Range', 'Additional Storage', 'Controlled Access Building', 'Fitness Studio', 'Game Lounge', 'Lvl-2nd-1b', 'Package Acceptance', 'Secure Bike Storage Room With Bike Repair Station', 'Sf1b-101-125', 'Stainless Steel Appliances', 'Terrace', 'Floor To Ceiling Windows', 'Game Room', 'Handicap Accessible', 'Lobby Lounge', 'Lvl-1st-1b', 'Lvl-2nd-2b', 'Lvl-4th-2b', 'On-Site Management', 'Penthouse Lounge', 'Quartz Style Counters', 'Roof Deck Or Sun Deck', 'Sf1b 126-150', 'Walk In Closets', 'Package Service', 'Laundry Facilities', 'Controlled Access', 'Maintenance on site', 'Recycling', 'EV Charging', 'Elevator', 'Lounge', 'Fitness Center', 'Spa', 'Bicycle Storage', 'Gameroom', 'Sundeck', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Ceiling Fans', 'Intercom', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Range', 'Vinyl Flooring', 'Vaulted Ceiling', 'Walk-In Closets', 'Balcony', 'Patio', 'Deck']",Pearl,https://www.apartments.com/pearl-portland-or/,9l74z07,Reveal Apartments,https://www.apartments.com/reveal-apartments-portland-or/9l74z07/,4.8,verified,0
3750 S River Pky,"['4th Floor', 'Center Courtyard', 'Corner unit', 'Game room', 'Inside Corner', '2 Outdoor Foosball Tables', 'Extended Kitchen & Pantry', 'No Balcony', 'Outdoor Storage', 'Package Delivery Services', 'Smart Home Enabled', '5th Floor', 'EV Car Chargers', 'Farmhouse Grey Scheme', 'Patio Access Gate', 'Pet Wash Station', 'Scenic View', 'Bike Storage', 'Courtyard view', 'Extended Master Bedroom', 'Hardwood Style Flooring', 'Kayaks and Paddle Boards', 'Kitchen island', 'Premium River View', 'Workspace', 'Amenity Proximity', 'Common Area Wifi', 'Controlled Access', 'Gated entry', 'Large Patio', 'Outdoor Ping Pong Table', 'Two Bedroom View Deduct', 'Water view', '14` Celings', 'Balconette', 'Den', 'Downtown View', 'Fitness Room', 'High Ceilings', 'Large Balcony', 'Location', 'Modern Grey Cabinets', 'Office View', 'Park View', 'Pool Table', 'Stainless steel appliances', 'Sunset View', '2 Outdoor Fire Pits', 'Dog Wash', 'Large Terrace', 'Small Den', 'Walk-In Closet', 'Access to Waterfront Greenway', 'ADA Access', 'Balcony/Patio', 'City View', 'Resident Lounge', 'River Terrace', 'Terrace', 'West Hills View', 'Package Service', 'Maintenance on site', 'Property Manager on Site', 'Elevator', 'Clubhouse', 'Lounge', 'Storage Space', 'Fitness Center', 'Washer/Dryer', 'Air Conditioning', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Office', 'Views', 'Balcony', 'Patio', 'Yard']",South Waterfront,https://www.apartments.com/south-waterfront-portland-or/,71vdebx,Osprey,https://www.apartments.com/osprey-portland-or/71vdebx/,4.5,verified,0
255 NW 10th Ave,"['Bike Racks', 'Golf Simulator', 'Conference Room', 'Media Room', 'Recycling', 'Resident Lounge', 'Package Service', 'Maintenance on site', 'Property Manager on Site', 'Recycling', 'Public Transportation', 'Elevator', 'Clubhouse', 'Lounge', 'Conference Rooms', 'Fitness Center', 'Sauna', 'Bicycle Storage', 'Gated', 'Roof Terrace', 'Sundeck', 'Study Lounge', 'High Speed Internet Access', 'Washer/Dryer', 'Air Conditioning', 'Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Kitchen', 'Hardwood Floors', 'Vinyl Flooring']",Pearl,https://www.apartments.com/pearl-portland-or/,4xh2llh,Gossamer,https://www.apartments.com/gossamer-portland-or/4xh2llh/,4.6,verified,0
3202 SE 92nd Ave,"['Laundry Facilities', 'Washer/Dryer Hookup', 'Heating', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Tub/Shower', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Granite Countertops', 'Kitchen', 'Oven', 'Range', 'Refrigerator', 'Tile Floors', 'Linen Closet', 'Window Coverings', 'Balcony', 'Patio']",Powellhurst-Gilbert,https://www.apartments.com/powellhurst-gilbert-portland-or/,xk1tp7q,Parkland Apartments,https://www.apartments.com/parkland-apartments-portland-or/xk1tp7q/,0,verified,0
1717 SW Park Ave,"['Benefit from our exclusive Esusu partnership - Building credit through renting!', 'Wood-style flooring', 'Expansive bedrooms', 'Dishwashers & Disposals*', 'Fully equipped kitchens with sleek stainless steel or black appliances, over-head microwave*, and st', 'Package Service', 'Laundry Facilities', 'Maintenance on site', 'Property Manager on Site', 'Public Transportation', 'Elevator', 'Storage Space', 'Fitness Center', 'Sundeck', 'High Speed Internet Access', 'Heating', 'Smoke Free', 'Cable Ready', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Microwave', 'Carpet', 'Window Coverings']",Arts District,https://www.apartments.com/arts-district-portland-or/,3pvdmwd,The Vue,https://www.apartments.com/the-vue-portland-or/3pvdmwd/,4.8,verified,0
1155 NW Everett St,"['Patio*', 'Storage Units', 'Air Conditioning', 'Views', 'Club House', 'Heating', 'In Unit Washer & Dryer', 'Stainless Steel Appliances', 'Balcony*', 'Fitness Center', 'Wheelchair Accessible (Rooms)*', '24 Hour Access', 'Recycling', 'Elevator', 'Clubhouse', 'Lounge', 'Storage Space', 'Fitness Center', 'Bicycle Storage', 'Basketball Court', 'Roof Terrace', 'Grill', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Storage Space', 'Fireplace', 'Wheelchair Accessible (Rooms)', 'Stainless Steel Appliances', 'Kitchen', 'Views', 'Balcony', 'Patio']",Pearl,https://www.apartments.com/pearl-portland-or/,mzlcfvh,mResidences Portland Pearl District,https://www.apartments.com/mresidences-portland-pearl-district-portland-or/mzlcfvh/,4.9,verified,0
5620 N Interstate Ave,"['Beautiful Hardwood Floors', 'EV Charging Stations', 'Refrigerator', 'Window Coverings', 'Bark Park', 'Dishwasher', 'Microwave', 'Sleek Black Cabinetry', 'Energy Efficient Appliances', 'High Speed Internet Access Available', 'Air Conditioning*', 'City Views*', 'Electronic Thermostat', 'Washer/Dryer*', 'Ceiling Fans*', 'Extra Storage', 'La Perlita Coffee', 'Oversized Windows', 'Recycling', 'Bike Storage', 'Disposal', 'Extra Storage Lockers', 'Functional Floor Plans', 'Night Patrol', 'Quartz Countertops', 'Off Street Parking', 'Patio/Balcony*', 'Roof Top Patio And Lounge', 'Keyless Entry', 'Large Closets', 'Package Service', 'Maintenance on site', 'Property Manager on Site', 'Concierge', '24 Hour Access', 'Recycling', 'Public Transportation', 'Elevator', 'Lounge', 'Fitness Center', 'Bicycle Storage', 'Gated', 'High Speed Internet Access', 'Washer/Dryer', 'Air Conditioning', 'Ceiling Fans', 'Dishwasher', 'Disposal', 'Microwave', 'Refrigerator', 'Hardwood Floors', 'Window Coverings', 'Balcony']",Humboldt,https://www.apartments.com/humboldt-portland-or/,exr6wtn,Nomad Apartments,https://www.apartments.com/nomad-apartments-portland-or/exr6wtn/,4.9,verified,0
550-550 NW 19th Ave,"['Digital Cable', 'Spacious baths', 'Stainless Steel Energy Star Appliances', 'ADA', 'Classic white baseboard molding', 'Courtesy Patrol', 'In-home washers and dryers', '2-inch wood style blinds', 'Across from Couch Park', 'Bike storage/parking', 'Carpeting', 'Cherry Finish', 'Loft Ceilings', 'Park and city views', 'Park or City View', 'Storage', 'Walk-in closets', 'Wheelchair Access', 'Wood style plank flooring', 'Central Air/Heat', 'Controlled access', 'Courtyard with outdoor fireplace', 'Disposal', 'In Select Apartment Homes*', 'Individual Climate Control', ""Soaring 9' to 11' ceilings"", 'Window Coverings', 'Accessible homes available', 'Guest Room', 'Patio/Balcony', 'Stainless steel appliances', 'Washer & Dryer in Unit', 'Central Heat and Air', 'Community gas grill and BBQ area', 'Contemporary Finishes', 'Garage and gated underground parking', 'Patios or balconies*', 'Upgraded homes available', 'Digital cable and high-speed Internet access', 'On-Site Market', 'Walk-In Closet*', 'AC Units', 'Heat', 'Lofts available', 'Controlled Access', 'Concierge', 'Planned Social Activities', 'Guest Apartment', 'Key Fob Entry', 'Elevator', 'Clubhouse', 'Breakfast/Coffee Concierge', 'Disposal Chutes', 'Bicycle Storage', 'Gated', 'Courtyard', 'Grill', 'High Speed Internet Access', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Smoke Free', 'Storage Space', 'Tub/Shower', 'Fireplace', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Microwave', 'Refrigerator', 'Hardwood Floors', 'Walk-In Closets', 'Window Coverings', 'Balcony', 'Patio']",Uptown Portland,https://www.apartments.com/uptown-portland-portland-or/,0pw65c1,Park 19,https://www.apartments.com/park-19-portland-or/0pw65c1/,4.9,verified,0
